微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
MypGhd8yk,红米Note12 Turbo来了，64Mp三摄就是之前说的无框镜头设计，其它地方不变。这张图还能看到塑料直角中框、侧边指纹、极为先进的3.5mm耳机孔……  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIgy1hc8d5yybvsj30u00s6wn8.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc8d5zf5lzj313z0ed797.jpg",无,无,2023-03-22 09:10,无,4474,31,1029
MykWwvF8Z,中端机也普及超大内存，SM7475+16GB+1TB  ,,无,无,无,2023-03-21 21:06,无,4253,44,580
Myk1SkOWH,Find X6 Pro真机实拍，飞泉绿AG工艺的质感懂自懂，也是少有保留玻璃材质的影像旗舰。但如果对不介意素皮，首推大漠银月，银色金属质感玻璃+卡其素皮+哈苏元素点缀设计非常棒，Deco银圈更小模组观感也更和谐。  [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIgy1hc7o9erlaej32dc35sqv7.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc7o9gcqvcj32dc35s7wj.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7o9ie27gj32dc33ckjm.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7o9lk0shj335s2dc7wk.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7o9n9hp6j335s2dc4qr.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc7o9nyxgvj315o1jkkfh.jpg",无,无,2023-03-21 18:47,无,4800,32,777
Myjwzw8HP,#OPPO Pad2#简单聊一下:2.5D屏幕+弧面中框+全金属机身，握持手感很舒适细腻，包括后置镜头和整体设计风格都是偏圆润，质感做工相较于前代真是提升一大截。天玑9000旗舰芯，搭配2.8K 144Hz LCD定制屏，玩游戏、看视频或者分屏多任务效率都很高。另外，这代键盘进步真的很大！磁吸一碰连接，触控板支持...全文 [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a66d0169ly8hc7l9bpkabj248v334hdv.jpg,http://ww4.sinaimg.cn/large/a66d0169ly8hc7l9d7capj248v3344qr.jpg,http://ww3.sinaimg.cn/large/a66d0169ly8hc7l9esst5j248v3347wk.jpg,http://ww1.sinaimg.cn/large/a66d0169ly8hc7l9gglmgj248v334e83.jpg,http://ww2.sinaimg.cn/large/a66d0169ly8hc7l9hxtctj248v3344qs.jpg,http://ww1.sinaimg.cn/large/a66d0169ly8hc7l9jixilj245m30r1kz.jpg,http://ww4.sinaimg.cn/large/a66d0169ly8hc7l9ksam6j248v3341kz.jpg,http://ww2.sinaimg.cn/large/a66d0169ly8hc7l9mexeej248v334b2b.jpg,http://ww1.sinaimg.cn/large/a66d0169ly8hc7l9nnfs3j248v334x6r.jpg",无,无,2023-03-21 17:30,微博  weibo.com,2912,37,428
MyiP6DUYs,OPPO Find X6 Pro随手拍，全是直出无调色:  [组图共15张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIgy1hc7coz6c9bj32dc3i0b2b.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1hc7cqdgruaj335s2pk4qr.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc7cqfbt6pj335s2pk7wi.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1hc7cpbcqejj335s2pk4qt.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc7cptwz8ej335s2pkhdv.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7cqb101nj335s2pke83.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1hc7cpgwfi4j32dc3i0kjm.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc7cu22q7lj32dc3i0x6q.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7cpp9o4xj32dc3i0npe.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1hc7cs5x8ubj32dc3i0x6r.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7cpdnoavj335s2pk7wj.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7cq6g3omj32dc3i0b2b.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc7cp87l3dj335s2pknpe.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7cpz5wo5j335s2pkx6r.jpg,http://ww4.sinaimg.cn/large/006BlblIgy1hc7cq3551bj32dc3i0u0y.jpg",无,无,2023-03-21 15:43,无,5503,55,775
MyiGUEFd1,OPPO Find X6系列和OPPO Pad2，这价格可还行？  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIgy1hc7icskpqbj335s2dc7wi.jpg,http://ww3.sinaimg.cn/large/006BlblIgy1hc7icx7l6vj335s2dcb2a.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1hc7id0ewncj334k20phdt.jpg",无,无,2023-03-21 15:22,无,15053,49,1758
MyhnanZnT,天玑9000旗舰平板来了， 8+256GB应该可以做到3K，升级定制高分高刷屏和大电池闪充加量不加价  ,,无,无,无,2023-03-21 12:01,无,3761,16,482
MygZSjRtY,年底那波性价比骁龙8G3新旗舰，大胆预测会去掉塑料支架，金属中框该有的也会有，光学屏下指纹还是短焦。50Mp IMX8xx OIS主摄、2K柔性屏、百瓦大电池等等依旧常规升级  ,,无,无,无,2023-03-21 11:04,无,3868,39,840
MygBvuVx7,"Mate X3确实挺迪奥的，7.8""±2K+120Hz大屏昆仑玻璃内折叠机子还能刷新重量，50Mp IMX766三摄还带潜望镜，无线充和IPX8和多角度悬停都蛮实用的  ",,无,无,无,2023-03-21 10:04,无,4597,25,592
MygdF9bzX,iQOO某新机也去掉塑料支架了，一加今年干得最好的一件事就是促进了行业中端机的质感升级  ,,无,无,无,2023-03-21 09:05,无,6208,23,796
Myb2ri5Wh,iQOO Z7，这个价格怎么样？  原图 ,,https://wx1.sinaimg.cn/large/006BlblIgy1hc6kkk69mvj31jk0v9gyb.jpg,无,无,2023-03-20 19:53,无,4877,35,1009
MyacD0Ax3,"华为MatePad 11 2023：11""2560*1600p 120Hz LCD，骁龙870+8GB+128GB/256GB，7250mAh+22.5W，鸿蒙3.1系统，有柔光屏版本，流光紫、曜石黑、海岛蓝、晶钻白。  ",,无,无,无,2023-03-20 17:46,无,4806,26,891
My9hBsPFy,MIX Fold2我都还在用，正常手机比例和骁龙8+体验都很好，最关键它体积重量都很友好，大屏内折叠轻薄化这条路小米确实走在前列。我反正坚定认为折叠屏普及必须要走的路就是轻薄化，各家折叠屏新机都在印证这一点#轻薄是折叠屏新方向吗#  原图 ,,https://wx2.sinaimg.cn/large/006BlblIgy1hc6ctmk3f2j34mo3344qq.jpg,无,无,2023-03-20 15:25,无,3258,23,453
My7UEgSGr,真我GT Neo5 SE首次在5500mAh超大电池上实现了百瓦闪充方案，同时还有一个“榨干锂电池”的黑科技  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIgy1hc66e9wg4nj313y0g2wk8.jpg,http://ww1.sinaimg.cn/large/006BlblIgy1hc66ea9371j30sr0p7grf.jpg",无,无,2023-03-20 11:56,无,4195,30,701
My7DKdASs,红米的柔性直屏终于去掉塑料支架了，皆大欢喜。  ,,无,无,无,2023-03-20 11:14,无,7333,39,1108
My7rHesQz,Find X6系列最早立项是还有个低配版，但NPI阶段标准版直接上天玑9200正代旗舰芯，规格直接对标友商的大杯，IMX890大底潜望镜+哈苏影调+MariSilicon X是一个不落  原图 ,,https://wx1.sinaimg.cn/large/006BlblIgy1hc64pqnj8lj313y11w4qp.jpg,无,无,2023-03-20 10:45,无,6730,17,683
My7c59f9E,Find X6 Pro最为亮眼的规格：2K E6 1440Hz PWM+2500nit5000mAh+100W+50WIMX989+IMX890+IMX890保留玻璃机身且仅218g  ,,无,无,无,2023-03-20 10:06,无,9604,49,1211
MxRHVEmDH,今日份尬聊，这两种规格你们会怎么选？A，1.5K+IMX989+5X Tele+4800mAh+80W+50WB，2K+IMX800+3X Tele+5000mAh+100W+50W  ,,无,无,无,2023-03-18 18:41,无,4798,22,1454
MxQw5eU3h,OPPO Find X6系列超前瞻：P1外观篇，P2屏幕篇，P3影像篇，P4快充电池篇，P5性能篇。收官了，猜猜俩机子12+256GB起步价吧  [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/006BlblIly1hc2te67cbij313y59y7wi.jpg,http://ww3.sinaimg.cn/large/006BlblIly1hc2te8oz2oj313z2ut7wh.jpg,http://ww2.sinaimg.cn/large/006BlblIly1hc2te7pmv2j313z4q64qq.jpg,http://ww3.sinaimg.cn/large/006BlblIly1hc2te9c24aj313y1f2qmz.jpg,http://ww3.sinaimg.cn/large/006BlblIly1hc2te9tl3wj313y0r1do1.jpg",无,无,2023-03-18 15:39,无,5955,62,1079
MxPHWoIcJ,华为Mate X3  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hc423klvfyj318g0u0k0x.jpg,无,无,2023-03-18 13:35,无,7215,55,1135
MxP4uDz65,华为P60系列的渲染图出来了，来自线下物料  原图 ,,https://wx2.sinaimg.cn/large/006BlblIly1hc424nshhaj31cb0x0n1o.jpg,无,无,2023-03-18 11:58,无,8207,109,1683
MxODm6NAd,vivo X Flip跑分出来了，看起来是3.0GHz 骁龙8+，低频版用在竖向折叠屏上还行吧。核心规格见图二，不知道能不能干到5K价位段  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/006BlblIgy1hc3tc8b5qaj313z1iytie.jpg,http://ww2.sinaimg.cn/large/006BlblIgy1hc3tc7haiij31o01amai3.jpg",无,无,2023-03-18 10:51,无,2112,22,326
MxO5HiBNM,Find X6 Pro发布前又更新了一波，1440Hz PWM高频调光策略不变，支持Wi-Fi7协议，优化三摄效果一致性、视频模式4K60帧录制的防抖效果、杜比视界录制的清晰度、长焦/广角极暗环境预览亮度  ,,无,无,无,2023-03-18 09:28,无,8588,35,786
MxIZ621jR,早  ,,无,无,无,2023-03-17 20:28,无,3861,27,823
MxIaRB15V,#OPPO Pad2# 这块屏幕素质确实不错，2.8K+144Hz LCD PPI-296。虽然只有11.61英寸，但定制比例7：5显示效率很高。色准是ΔE＜2，支持10.7亿色和杜比视界显示，看视频还蛮舒服的  原图 ,,https://wx3.sinaimg.cn/large/a66d0169ly8hc30i6c5v3j232t1r04qq.jpg,无,无,2023-03-17 18:25,微博  weibo.com,2918,78,564
MxHbek36H,卢总在发布会上提到：第二代骁龙7+和骁龙8+同宗同源。想想也是，与骁龙8+同架构同制程，频率恰好卡在了一个性能功耗的甜点位，完全可以看作是锁频版的骁龙8+，有点孪生兄的感觉。Redmi去年首发天玑8100，今年Note12 Turbo首发骁龙7+ Gen2，都是那种神U爆款，看来卢总是懂芯片的  原图 ,,https://wx2.sinaimg.cn/large/006BlblIly1hc2wr2yr59j3334223kjm.jpg,无,无,2023-03-17 15:53,无,4828,45,813
MxGU8n7uQ,2K档新神U，骁龙7系站起来了！红米和真我的新机都在路上了，中端马上开始卷起来  原图 ,,https://wx2.sinaimg.cn/large/006BlblIly1hc2vjgus1qj32dc1s0kjl.jpg,无,无,2023-03-17 15:11,无,4973,40,780
MxGwDgH4c,骁龙7+Gen2详细规格，台积电4nm，1*2.91GHz X2超大核+3*2.5GHz A710大核+4*1.8GHz A510小核，Adreno 725 580MHz GPU，骁龙X62 5G基带。相较于前代CPU性能提升超50%，GPU性能提升2倍。  原图 ,,https://wx3.sinaimg.cn/large/006BlblIly1hc2trni2ptj313y1cjwre.jpg,无,无,2023-03-17 14:13,无,3394,31,466
MxFO5zk5p,SM7475新机还是挺有意思的，有些全机身都是抗摔性能拉满的航天级高分子复合材料，把钱花在屏幕、处理器、电池快充这种核心规格上  ,,无,无,无,2023-03-17 12:23,无,5224,25,585
MxFqvaYb9,Neo8系列还是精准卡位，1.5K高频调光柔性屏、骁龙8+/天玑9200+双旗舰平台、120W百瓦大电池、50Mp大底主摄都安排了，只希望质感可以再度提升  ,,无,无,无,2023-03-17 11:25,无,3491,23,608
MxEVTeduy,小米13 Ultra的三证也齐全了，上半年的影像旗舰集合完毕，各种不同焦段取向的长焦大战要来咯  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIly1hc2mpdqx7sj313y17s1d3.jpg,http://ww2.sinaimg.cn/large/006BlblIly1hc2mpddd5rj312t0pbq9l.jpg,http://ww4.sinaimg.cn/large/006BlblIly1hc2mpd3w6xj313x0fjdkn.jpg",无,无,2023-03-17 10:09,无,4442,40,1005
MxEvglx5e,绿厂还有一个尺寸小于IMX890的高像素新潜望镜，物理焦距11.38mm，f/2.8大光圈，应该是给轻薄机型准备的，全员暗光长焦  ,,无,无,无,2023-03-17 09:04,无,8907,23,601
Mxy2jsMZh,iQOO Z7或许是现在LCD党的唯一选择了，骁龙782G+120W+5000mAh，屏幕素质还不错，1200Hz瞬时采样率+7档可变高刷+全局DC调光，千元模范  ,,无,无,无,2023-03-16 16:36,无,5226,41,1144
Mxxy16O7Q,早  ,,无,无,无,2023-03-16 15:21,无,6756,28,781
Mxx6ybxXt,原神是新的跑分软件吧，天玑9300/骁龙8G3新机的测试项目是1080p渲染分辨率满帧，还会落地这个方案  ,,无,无,无,2023-03-16 14:14,无,4139,25,587
MxwkCBHUh,除了快上市的蓝绿米，还有几家旗舰平板也在打磨中，定位最高的三星Tab S9 Ultra，骁龙8G2+10880mAh额定大电池。中兴系新平板9800mAh，全员做平板了[开学季]  ,,无,无,无,2023-03-16 12:16,无,3562,28,677
MxvRmFGS9,"Find X6终于官宣了，都看到张老板的样张了吧，是不是跟之前说的一样，无人出其右。这机子在绿厂属于里程碑式的产品。特别是IMX989+IMX890+IMX890，1/1.56""大底+f/2.6大光圈，夜景也能用长焦构图，美滋滋[开学季]  ",,无,无,无,2023-03-16 11:04,无,8694,36,915
MxvxohruQ,OPPO Find X6系列的外观设计应该已经很熟悉了吧，去年10月就超前瞻了一波，感受一下：  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/006BlblIly1hc1h5flpd1j31jk0v2n71.jpg,http://ww4.sinaimg.cn/large/006BlblIly1hc1gg2zarsj313v0v543n.jpg",无,无,2023-03-16 10:14,无,7864,34,750
Mxv5buGHy,50Mp IMX858直立人像镜头其实可以算暗光长焦，进光量也是非常猛的。固件很怪显示3.2X+5X，最高依旧是120X~  ,,无,无,无,2023-03-16 09:05,无,3698,20,725
Mxpn4aFhT,刚刚把Find X6 Pro各种亮度下的调光频率给蛋总鉴定了下，开启高频调光后还真是全亮度1440Hz PWM。这个工程机和官方资料有出入，不知道是不是硬件或者固件不对劲，等量产机发下来我再看看吧  ,,无,无,无,2023-03-15 18:32,无,4133,34,473
MxoQMaUVh,Find X6和Find X6 Pro都是1440Hz高频调光，X6 Pro方案更牛逼。高频调光接口都在开发者选项。  原图 ,,https://wx2.sinaimg.cn/large/006BlblIly1hc0nlavhfqj313x0y012g.jpg,无,无,2023-03-15 17:13,无,5466,37,705
MxobxkBWa,vivo Pad2也是144Hz LCD，12英寸左右高分辨率全面屏，天玑9000旗舰平台，大电池闪充该有的都有  ,,无,无,无,2023-03-15 15:31,无,3578,25,641
MxnyPmwYK,早  ,,无,无,无,2023-03-15 13:56,无,3366,10,512
MxmLyvjB4,OPPO Find X6系列明天上午官宣，预热会挑明这是最强拍照手机，非常嚣张了。依然记得半年前第一次摸到这机子规格时的难以置信，从IMX766打样到IMX890定版，我也算是深度跟进了  原图 ,,https://wx3.sinaimg.cn/large/006BlblIly1hc0bx1hxbaj31o01j0tjg.jpg,无,无,2023-03-15 11:55,无,6700,75,1060
MxmoIxE2H,真我GT Neo5 SE不仅有百万级跑分旗舰性能，甚至会有一项超越GT Neo5的体验长板，最关键是屏幕没缩水，定价要是SE一点，有点子期待  ,,无,无,无,2023-03-15 10:58,无,4689,21,664
Mxm2QuFi5,"Neo8 Pro 1.5K D9200+ 50Mp±1/1.5""±  ",,无,无,无,2023-03-15 10:04,无,2402,14,536
Mxltq55R0,小米13 Ultra 和 小米平板6系列入网，新机配备90W闪充头，新平板配备67W闪充头，大的要来了  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/006BlblIly1hc08s7cswuj313y0pxqag.jpg,http://ww2.sinaimg.cn/large/006BlblIly1hc08uqz9uej31o00xr442.jpg",无,无,2023-03-15 08:37,无,7736,57,1598
MxflukAuS,"6.3""1080p+120Hz AMOLED，骁龙8 Gen2+16GB，200Mp OIS主摄，5000mAh+67W+IP68。某电脑厂主攻海外市场的新机，这个规格可还行？  ",,无,无,无,2023-03-14 17:01,无,2671,22,445
MxeDSDKo9,1英寸可变光圈适配还行吧，有单独的控制面板，不过IMX989尺寸太大也不适宜做大光圈，所以没提升，硬件级缩小光圈改变景深后拍大合照倒是更友好了~  ,,无,无,无,2023-03-14 15:14,无,3665,21,585
MxdXtAS0Q,第二台IMX9+可变光圈旗舰机打磨中，应该是友商下半年稍晚一点的品  ,,无,无,无,2023-03-14 13:29,无,2725,17,442
Mxdm67Li8,官方迟迟不预热，但线下已经坐不住了。这张图重点是OPPO Pad2，新智能触控键盘和新触控笔OPN2201，体验进步蛮多，不像去年配套的半成品，板子做工质感明显上了个台阶，推荐金色  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hbz88rwhjtj30u00l142k.jpg,无,无,2023-03-14 11:57,无,2855,29,586
MxcD42DUk,某种角度看，realme的SM7475新机可以看作真我GT Neo5超长续航版，毕竟这次的处理器真可以算小8+，巨无霸电池+百瓦组合是真滴美滋滋  ,,无,无,无,2023-03-14 10:06,无,3674,23,627
MxcdrsxTv,早  ,,无,无,无,2023-03-14 09:03,无,2903,13,696
Mx7q5BZd5,粮厂超大杯影像新旗舰不止卷硬件，整个产品都是按照相机的思路做的，由里到外透着股专业味，真的做出差异化了  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hbyivmg0j9j30m80m8wg5.jpg,无,无,2023-03-13 20:50,无,10329,73,1399
Mx6MOyzsq,耀子至臻版这块柔性屏的观感确实顶，应该是属于国产屏里最强的那一档了  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/006BlblIly1hbyfy0rnm0j348v3344qq.jpg,http://ww2.sinaimg.cn/large/006BlblIly1hbyfy29uomj348v334hdt.jpg",无,无,2023-03-13 19:14,无,4359,20,886
Mx5Tv3IA6,Find X6 Pro这个大漠银月挺好看的，可惜下半部分是素皮。因此这机子我更推荐飞泉绿和云墨黑。标准版的雪山金也不错，全系列只有星空黑是亮面。  原图 ,,https://wx4.sinaimg.cn/large/006BlblIly1hby0pbu5bxj31o01jak4a.jpg,无,无,2023-03-13 16:57,无,5079,40,750
Mx4Wrh9qz,之前就说了，OPPO Find X6 Pro这次屏幕有点东西，今天又看了一下，全屏激发亮度最高1500nit，局部峰值亮度2500nit，亮度遥遥领先于目前最强的iPhone14 Pro Max。这次主要是Local HDR做得不错，屏幕的图像显示效果和色彩还原也很准确  原图 ,,https://wx1.sinaimg.cn/large/006BlblIgy1hby735wdmbj313y0rcqa4.jpg,无,无,2023-03-13 14:32,无,6046,48,1003
Mx4tUeWGr,蓝绿米的旗舰新平板都选择了原生最高144Hz 2.8K± LCD，不过小米还有个定位更高是OLED  ,,无,无,无,2023-03-13 13:22,无,2990,20,607
Mx3VXDz1s,iQOO Z7系列也是罕见的LCD机型，骁龙782G还算够用吧，120W+5000mAh+64Mp OIS+12GB+256GB  原图 ,,https://wx1.sinaimg.cn/large/006BlblIly1hby3ft26j5j32dc1s04lg.jpg,无,无,2023-03-13 11:58,无,3216,33,735
Mx3t24W9w,主打轻薄拍照的yuechu也快了，给了前置32mp gd2双摄+后置50mp±imx800大底三摄，后置deco和机身设计都挺有意思，然后不局限于给人美颜，还有宠物美颜~  ,,无,无,无,2023-03-13 10:47,无,2462,16,384
Mx36MoyxO,红米和真我新一轮中端大战即将打响，它们的新机都是首批搭载SM7475，而且发布时间比较接近，有点像当年天玑1200的感觉[开学季]  ,,无,无,无,2023-03-13 09:52,无,5038,17,719
Mx2H1iJDz,iQOO Neo8系列首发高频版天玑9200+，搭配16GB LPDDR5X+512GB UFS 4.0……  ,,无,无,无,2023-03-13 08:48,无,5390,36,949
MwNXqodVL,笑死，平板也卷起来了，屏下指纹解锁、防尘防水、高像素多摄影像系统……  ,,无,无,无,2023-03-11 19:18,无,8761,61,1601
MwLqS4YyE,Find X6 Pro那个泄露图画质不行，真机质感会好很多，不过镜头模组尺寸可以看看，完全没问题。  ,,无,无,无,2023-03-11 12:52,无,6693,27,693
MwKzlafWq,OPPO Find X6和X6 Pro两款机子的详细规格和外观去年就透露过了，各种外观参数丝毫不差，自己检索，下周官宣预热一一印证，接下来就看定价如何了  ,,无,无,无,2023-03-11 10:40,无,6359,37,1144
MwKdBCZ1z,一加Ace2V是最后一款天玑9000新机，接下来蓝绿联还有天玑9000旗舰平板。然后性能更强的天玑9200+在路上了，可以猜猜哪家首发  ,,无,无,无,2023-03-11 09:46,无,5348,29,656
MwEMJ6IuP,旗舰机中框方案你们会怎么选？弧面中框-手感更好直角中框-可以削弱视觉边框做四边等窄  ,,无,无,无,2023-03-10 19:57,无,5212,18,997
MwD0gcTVV,3.21除了Find X6系列新机，还有2.8K天玑9000旗舰平板OPPO Pad2和竹纤维振膜单元+LDAC的OPPO Enco Free3。Enco X3没看到，或许在等马里亚纳Y  ,,无,无,无,2023-03-10 15:24,无,3168,29,661
